reviewId,userName,rating,review_txt,date
96a1c331-381e-4c8f-8d79-21c9d222d542,Pengguna Google,5,gamenya bagusss,2025-04-17 05:43:51
63727744-f306-442e-8339-d8e63c57435e,Pengguna Google,5,game ini sangat seruu,2025-04-17 05:43:34
875c25f5-0a3a-4c02-a796-29393b91ea2f,Pengguna Google,5,blok blas terlalu banyak orang yang download,2025-04-17 05:41:55
9f07dd11-087a-4560-86c2-1e18c5693ce7,Pengguna Google,5,mantap,2025-04-17 05:41:26
3f14b03d-57db-424a-b2eb-a53ff5ab5c2b,Pengguna Google,5,sangat menyenangkan,2025-04-17 05:36:55
96a64886-0b0b-440e-9aa4-5d344f6841f5,Pengguna Google,5,ok,2025-04-17 05:35:50
15f14d7b-738d-4173-9667-85cfd223d104,Pengguna Google,1,kerennya,2025-04-17 05:34:33
c3573134-5c85-4bf4-b236-52fe51e81a51,Pengguna Google,5,game seru bisa hilangin setres,2025-04-17 05:34:22
df7e3aed-0326-4f42-8441-c8c28ba04e28,Pengguna Google,5,geme ini sangat bagus,2025-04-17 05:34:18
eee9037c-79b8-4479-9601-c3c42e9e2fab,Pengguna Google,5,gamenya selalu nemenin kita saat gabutt,2025-04-17 05:32:27
140405b1-dcdf-496a-ab41-0d481fe626d8,Pengguna Google,5,sangat bagus 💗,2025-04-17 05:32:01
17ae7e43-eeea-40bb-9b93-ab8b7f7810eb,Pengguna Google,5,min blok blast kasih aku bug,2025-04-17 05:31:19
c99e256f-1000-4667-ba0b-e3d5a8fd4192,Pengguna Google,5,bagus banget deh tapi mines nya iklan terus ni jadi keganggu main nya tapi nggak papa karena seru banget gem nya❤️❤️❤️❤️❤️❤️🌊🌬️🌀🌪️⚡☔,2025-04-17 05:30:52
32a58e07-66b8-4874-9bc5-573abd50cd9d,Pengguna Google,5,bgus sklii,2025-04-17 05:28:58
a9cf6ffd-2082-496c-8bbb-8d209dbfd780,Pengguna Google,1,"setelah di upgrade banyak block anomali yg gak ngotak,",2025-04-17 05:28:39
198aa816-0443-4f72-beb0-84146ba17245,Pengguna Google,5,👍,2025-04-17 05:27:33
49452cf9-accf-4df6-9c76-f9a0e8c69354,Pengguna Google,5,"AKU SUKA PERMAINAN INIII, TAPI AKU SUKA KALAH, AKU KAASIH 5 BINTANG YA",2025-04-17 05:27:21
2539c0a3-c20b-4274-9967-0e3c991b8919,Pengguna Google,5,bagus,2025-04-17 05:25:33
d92cd1f2-391d-48b2-a836-f2e120e29e31,Pengguna Google,1,mendownload nya lama,2025-04-17 05:25:08
1d399605-6c2f-4bfc-8f6a-1e64fad53d23,Pengguna Google,1,"permainan ya tidak membosankan , dan membantu cara berpikir dan bersabar",2025-04-17 05:24:56
66b17dc2-833f-4ba2-aba9-a29770c9b382,Pengguna Google,5,sangat bagus,2025-04-17 05:24:47
259db268-6437-440c-8a7b-6ab376243e6f,Pengguna Google,5,seru,2025-04-17 05:24:35
d6e3a401-044e-4602-8c8a-537fe9a0fa45,Pengguna Google,1,setiap block nya saya habis kan dan ampolipobol tidak ada efeck angka 1 dan love,2025-04-17 05:23:25
7e049a6c-aa40-44ba-b193-177b4f021e3f,Pengguna Google,5,mantap ngilangin gabutt,2025-04-17 05:22:20
1ec8dd03-5ace-4a91-936d-4cb36e550fca,Pengguna Google,5,seru game nya,2025-04-17 05:20:04
23bae0bb-8e67-4f63-b65f-6bd74d2fa719,Pengguna Google,5,mantap banget,2025-04-17 05:19:50
867b45b6-8d12-4032-975a-655b100f3aa8,Pengguna Google,5,aplikasi bgus bgt aku suka🥰🥰🙏🏻👍🏻,2025-04-17 05:17:02
c7f9bbae-05d7-4b92-bd92-f39abb07577d,Pengguna Google,5,bagus 😁😁😁,2025-04-17 05:16:24
705e986b-a7c3-491e-952c-033ffb46c710,Pengguna Google,5,sangat seru,2025-04-17 05:16:14
