reviewId,userName,rating,review_txt,date
1f9bb698-0d54-49e3-b4f9-2b18eec2593e,Pengguna Google,5,cobain deh !!! seru banget !,2025-04-17 13:07:24
e78a9a6c-0a9f-4a7c-8012-55878593bfab,Pengguna Google,5,sangat bagus mengisi kegabutan 😁🥰,2025-04-17 13:04:59
55895161-e707-486d-ae43-5a47d63e9295,Pengguna Google,5,bagus dan menyenangkan,2025-04-17 13:03:50
cd5e64b0-2fa0-41f8-a213-8ba752418409,Pengguna Google,5,gemnya bagus,2025-04-17 13:03:44
afd38c51-4b4b-422d-ab4d-4541447e370b,Pengguna Google,5,ini game sangat seru,2025-04-17 13:03:17
10165840-c9f9-467e-b029-528e907a3197,Pengguna Google,4,Saya sangat senang sekali sama permainan ini 👍👍,2025-04-17 13:02:49
279a5d10-e8dd-460e-bdb2-e489f912ea86,Pengguna Google,5,adu skor dek🗿,2025-04-17 13:02:25
4c6a1926-db2d-4c07-b448-edd05c8454c9,Pengguna Google,5,saya sangat senang dgn permainan ini setiap hari saya memainkan nya pokok nya kalian wajib downlod,2025-04-17 13:01:47
ef6bed9e-2c42-439b-b17e-bc29221eaaf0,Pengguna Google,5,tung tung sahurr game nya bagus bangtttt,2025-04-17 13:01:43
3e4a0d7d-c41a-4a5d-95ea-015dc561b3d3,Pengguna Google,5,bagus bgt dan tidak bosan,2025-04-17 13:01:26
2deced75-f7d1-4890-8d6b-3c382a538a00,Pengguna Google,1,fomo,2025-04-17 12:57:47
1ccf3db2-5350-4c0a-a109-e59121df952a,Pengguna Google,5,unbelievable,2025-04-17 12:57:22
f57f1a43-b2cd-423c-8953-7a79d6d13617,Pengguna Google,5,game sangat seru ompali bakal,2025-04-17 12:56:36
72bbf808-03e9-4b79-ae75-a989df3a2cec,Pengguna Google,5,block blast ini sangat menarik dan semua orang bilang ternyata main block blast seru dan saya mengikuti mereka dan ternyata sangat menyenangkan sekali aku suka .,2025-04-17 12:56:24
f017b33a-47a4-4f60-b4e2-22d19fa2466e,Pengguna Google,5,permainannya seru SCOR aku udah 5000 kalo kalian berapa,2025-04-17 12:56:24
ba1ed9f9-34d0-41ee-9d9e-fce22a230875,Pengguna Google,1,gg only de babell,2025-04-17 12:55:17
5adb2b50-00a1-46ec-92bb-131a4e0e576d,Pengguna Google,5,bagus banget😎 👍,2025-04-17 12:54:36
b1b32d64-1ff5-43f4-8438-bd061ce89046,Pengguna Google,4,mantap,2025-04-17 12:54:35
bc462237-0891-4324-a34e-18c19c6d95b9,Pengguna Google,5,bagusss aku sukaa,2025-04-17 12:52:30
da1dc470-eb1f-46b9-ac26-ca25ea504ffd,Pengguna Google,5,"game nya seru banget tanpa wifi juga bisa, trus seru banget dimainin dan iklanya juga jarang",2025-04-17 12:49:57
5e7f9de9-a367-4928-9ecb-f9ac81d08b94,Pengguna Google,5,UNBELIEVABLE,2025-04-17 12:49:34
7fd8f5bb-4f13-4719-b2c5-54d3d9c7a136,Pengguna Google,5,"simpel,buat orang gabut cocok banget",2025-04-17 12:49:25
7568faa2-3386-4c5e-b1ff-9f5817f91001,Pengguna Google,5,game yang sangat seruuuuuu sekali,2025-04-17 12:48:09
789b54ca-7733-4761-a45c-c45ae278cded,Pengguna Google,5,Cara updatenya gimana,2025-04-17 12:47:36
e5e8e886-1c6e-4d9a-8ecc-f40770d57f70,Pengguna Google,5,mengasah otak,2025-04-17 12:47:31
f7b5ee3a-82b6-4939-a0d1-13f36584d5bf,Pengguna Google,5,gemes ini sangat seru,2025-04-17 12:47:18
ac12f65a-9e37-409a-b4c0-e50f524679ef,Pengguna Google,5,karna menyenangkan dan seruuu banget,2025-04-17 12:47:11
59c0fe3e-421f-4ff5-9910-4dee86eeb780,Pengguna Google,5,bagus bgt tapi aku mentok di skor 19,2025-04-17 12:46:53
6a6e21f6-c84c-4d89-801b-101aab331c59,Pengguna Google,5,enak,2025-04-17 12:45:23
798d6d11-c69a-44bc-b67f-2166b86f9803,Pengguna Google,5,𝑠𝑒𝑡𝑖𝑎𝑝 𝑎𝑘𝑢 𝑏𝑜𝑠𝑒𝑛 𝑎𝑘𝑢 𝑚𝑒𝑚𝑎𝑖𝑛𝑘𝑎𝑛 ini😝🥳,2025-04-17 12:44:38
81b23357-9b17-459b-9221-8f67eca25fb5,Pengguna Google,5,mantap game nya,2025-04-17 12:44:36
4bfb2f08-7b77-4588-84e5-fdcabba1e4b1,Pengguna Google,4,sedikit bagus,2025-04-17 12:42:33
cb9f95be-e1ed-4346-8844-c6feef37f131,Pengguna Google,5,super duper ngeselin sih kalau gak menang 😁 tapi seru banget,2025-04-17 12:42:28
0732ba64-2b2d-458b-9b16-9fd136557089,Pengguna Google,5,menyenangkan,2025-04-17 12:42:17
ff38fc22-4b79-4980-849c-419af8cc1754,Pengguna Google,5,permainan ini sangat bagus menghilangkan stresss🎮🎲😎,2025-04-17 12:41:53
dd84e2df-9c5b-4139-9554-4cc84236a866,Pengguna Google,5,bagus sekali,2025-04-17 12:40:42
8cc423cb-d927-4598-9e8d-a10afb17a098,Pengguna Google,5,game ini bagus buat konsentrasi kalian,2025-04-17 12:40:33
b6a3d2f1-b7df-44b2-88d5-ca33401e9099,Pengguna Google,5,bagus .................,2025-04-17 12:39:41
6ce1230a-df18-49b3-b17e-d978c9e358ff,Pengguna Google,5,karena enak banget di mainkan,2025-04-17 12:39:32
ff8d3727-abe7-42e4-b3ea-1f1a6754e12a,Pengguna Google,4,Waw game ini seru sekali dan banyak di mainkan oleh ramai orang.wkwkwkw,2025-04-17 12:38:54
467ae023-a415-45c7-ba2f-1943e37d3d78,Pengguna Google,5,sangat baguss,2025-04-17 12:38:38
9bd950da-35ed-4fb0-9920-9e3b3e348162,Pengguna Google,5,Karena game ini sangat bagus di main kan,2025-04-17 12:38:34
fea4a578-34e8-4146-84ed-2cdc8bdac54b,Pengguna Google,5,game sangat bagus👍,2025-04-17 12:37:07
72491572-ae9b-46b6-b154-f5bd131b6b29,Pengguna Google,2,sering ngebag,2025-04-17 12:36:52
c4a35300-466f-4d44-a1f4-64ab50999646,Pengguna Google,5,bagus banget 👍👍,2025-04-17 12:35:11
03dfc64b-3da5-4ec3-8a05-5d3ffed687d7,Pengguna Google,5,sangatttt bergunaaa,2025-04-17 12:34:35
ca0ce76f-f864-47f6-b9fe-9e4e79ad12b9,Pengguna Google,5,seru,2025-04-17 12:31:56
b4968207-c3f5-47b1-b546-ecc9fd22337b,Pengguna Google,5,mantap,2025-04-17 12:31:19
5b8f2f35-2c52-4ce2-8e9e-0e3a357cd0cd,Pengguna Google,5,"ok ,baik",2025-04-17 12:28:55
11138a3f-d632-4189-a810-3829ee156bf3,Pengguna Google,4,Seru sekali untuk di mainkan jika tudak ada kouta,2025-04-17 12:26:43
3c913d37-fa37-4838-909a-f8d0aed807fb,Pengguna Google,1,game tai,2025-04-17 12:25:31
58ec77d9-5bb2-418d-9676-751d8938373e,Pengguna Google,5,karena seru banget,2025-04-17 12:24:09
40acb9f2-052c-496f-8ba4-d9f651926f6b,Pengguna Google,4,ngelaggg,2025-04-17 12:23:42
86093255-4260-4833-84b6-e5ba31add48a,Pengguna Google,5,unbeliveablenya candu kali,2025-04-17 12:23:18
15ecbd8b-d820-4339-9b0f-a3220b1b588a,Pengguna Google,5,game nya bagus sekali,2025-04-17 12:22:53
6fda369c-cceb-41a3-ac26-7f0bb6f60fd6,Pengguna Google,5,game nya sangat bagus👌,2025-04-17 12:22:40
fc494f83-e37c-432f-ab06-7c253d7caaab,Pengguna Google,5,cocok buat ilangin gabut kalo lagi gada kuotaa..,2025-04-17 12:22:11
9aba0b7d-6261-49af-a407-73300d286bf5,Pengguna Google,1,tidak bisa bug,2025-04-17 12:21:12
2dac005f-d69c-4e68-8b79-6d2de894a6f0,Pengguna Google,5,sangat bagus,2025-04-17 12:20:05
d908c725-60ad-4f80-a989-e3ce254a01b0,Pengguna Google,4,tidak bisa terinstal,2025-04-17 12:19:16
faa4177c-65d0-4825-b5f6-5ccb2af1ab5f,Pengguna Google,5,seru 8-,2025-04-17 12:15:23
300aedad-2c08-4174-a0c7-95b729cc16de,Pengguna Google,5,gacor,2025-04-17 12:15:21
167efd92-a353-46e6-ad1c-ce2a5367db41,Pengguna Google,5,😘 🙏,2025-04-17 12:14:57
5cd159c5-3331-4c88-a870-50820634620b,Pengguna Google,5,"Game nya seru , cukup menantang, bisa dibuat main anak remaja dan dewasa",2025-04-17 12:13:46
d6c4023a-394c-43d6-b907-bd95d2f1ea8c,Pengguna Google,5,mantappp seruu,2025-04-17 12:12:55
e03b24b0-dc46-4b46-99e4-1d9b9098b5e3,Pengguna Google,5,baguss bgtt,2025-04-17 12:11:25
0a00f5da-7e5c-4b14-9227-c0e4d81fcf74,Pengguna Google,1,sangat bagus,2025-04-17 12:11:09
6a7fa680-e3c0-49c8-87a9-9c3b4a8bedf3,Pengguna Google,5,mantap,2025-04-17 12:11:04
c2e10fe3-f48f-46a0-b4a3-3526058a595c,Pengguna Google,1,bagus,2025-04-17 12:10:43
b6c5b0a5-9b7c-4cdc-b96c-52f72b845bfb,Pengguna Google,5,seru njir info adu skor tertinggi hh jokess,2025-04-17 12:09:09
2974f26b-bf34-4be2-9ddb-df03e34269e4,Pengguna Google,4,seru tapi banyak iklan ny,2025-04-17 12:08:06
d922f5b8-26b8-4563-8179-a6c4b5591e88,Pengguna Google,5,very good i really like it until i'm addicted☺️☺️☺️,2025-04-17 12:05:53
95755a6e-1fd5-47fd-b27e-ed68f09a4fe2,Pengguna Google,1,ada bug bug Nya skor nya naik terus-menerus dan berhenti di skor 13000,2025-04-17 12:04:54
ca0d6e02-c7e7-474c-ad51-7ba704ca5108,Pengguna Google,5,sangat bagus untuk saya,2025-04-17 12:04:46
276586c6-6be0-4d1a-9508-cb07dc9865d6,Pengguna Google,5,bagus bikin seru,2025-04-17 12:04:41
dc888ea1-f48c-4f37-b023-ebf508fbb907,Pengguna Google,5,seru,2025-04-17 12:03:46
eed72800-8b34-44b4-8867-dfb4ce75dcca,Pengguna Google,5,gemnya bagus dan menarik setiap permainan asik kalo gabut ini gem yg cocok untuk orang gabut ini gem nya asik kalo dimainin pas bosen,2025-04-17 12:03:05
e214287b-4226-4ecd-a4bb-fc0c4df972e3,Pengguna Google,5,JELEK BANGET RH BOONG DONG BAGUS SIH MENURUT AKU PAS KLO LGI PUASA TUH GBT BGTT,2025-04-17 12:02:42
0db27320-619b-4f3d-b41a-fe73b8e46ff4,Pengguna Google,5,seru bisa mainin pas offline,2025-04-17 12:01:52
f981fe5e-d869-43dc-b726-135314087136,Pengguna Google,1,g bisa bug,2025-04-17 12:01:50
0c4d353f-26ad-494c-bd47-3cacd6eb50c7,Pengguna Google,5,enak banget mainan Block Blast bisa jadi uang lohhhh keren banget kan itu juga bisa sampai 10000.0 keren banyak kan,2025-04-17 12:01:34
7c25d4f6-afae-445d-a98d-ea71f94add2d,Pengguna Google,5,gacor,2025-04-17 12:00:11
335d110b-49c4-4276-8a65-0c576fb854c1,Pengguna Google,5,ini sih bagus banget nya geme nya seru kalau aku lagi gabut/ bosen main ini aja😙,2025-04-17 11:59:24
68b30e35-f717-43f6-8206-91915db4f7c2,Pengguna Google,5,seru,2025-04-17 11:59:02
1d34b283-8015-4774-ad04-39f27819b70d,Pengguna Google,5,permainan ok,2025-04-17 11:57:30
da58841a-ba90-42ed-a63e-0c5cedd2aeaf,Pengguna Google,5,bagus banget gemnya,2025-04-17 11:57:01
da9aa0d0-7f26-40cd-8367-95ae4d804862,Pengguna Google,5,Very cool game..,2025-04-17 11:56:10
ed0ba938-0695-469b-ae69-87d3b386cf0d,Pengguna Google,5,bagus dn cakep dan enak aku tau dari temen,2025-04-17 11:55:43
88280721-72b5-4830-87a9-7a716001bd38,Pengguna Google,4,biasa aja,2025-04-17 11:55:09
a2c33605-3ad9-4426-966e-4fe3a28fca91,Pengguna Google,5,Bagus,2025-04-17 11:54:59
fa220518-9d6d-4bce-8888-fe5c79c0da83,Pengguna Google,5,enak banget kalo lagi gabut,2025-04-17 11:54:55
79effa6c-74e2-4130-80ff-ad89eeaac862,Pengguna Google,5,seru gak bosen apa lagi kalo keluar rumah gak punya data bisa main tanpa bosen tapi ya gitu bikin marah soalnya kalah padahal skor nya banyak,2025-04-17 11:54:42
8cf112bd-0a0b-464e-9598-b3ee1a81c4f8,Pengguna Google,4,goood,2025-04-17 11:54:41
3edf05b8-54df-43c1-a879-69d054aea0b3,Pengguna Google,5,permainan block blast sangat seru saat kita tidak mempunyai pulsa,2025-04-17 11:54:33
8e2778de-e1ec-425b-825a-354e60c24cc6,Pengguna Google,5,seru banget bisa di main dengan offline,2025-04-17 11:54:18
e0f1b1bd-dc59-46c6-a998-ccb0f6f3036e,Pengguna Google,5,sanga menyenangkan dan mengisi waktu luang saya,2025-04-17 11:54:04
9c48e3a8-5c82-4df2-8eef-9a943745c8ba,Pengguna Google,5,game ini sangat seru,2025-04-17 11:53:53
bbf2daa3-ebb5-41c4-b8e2-bd8e97ba431f,Pengguna Google,5,game nya asik gak bikin bosen,2025-04-17 11:53:46
ee9007c9-bfad-4e98-812b-1fb2957c8c89,Pengguna Google,4,seru si tapi aku kurang pande,2025-04-17 11:52:52
9b287480-d26a-43c2-b887-879b78458d90,Pengguna Google,5,game nya bgus,2025-04-17 11:52:25
134bbe67-6b02-4e03-8a17-e9111e84b809,Pengguna Google,5,bikin move on,2025-04-17 11:52:03
35fefb38-7e39-455b-a8ca-a32d577daebd,Pengguna Google,5,geme nya bagusss bange,2025-04-17 11:49:21
aceedd69-aada-449a-8459-9a72edfa1cd1,Pengguna Google,5,game nya seru banget,2025-04-17 11:49:14
c00f4b93-6d1b-4c21-ad04-860bbe8af6dd,Pengguna Google,5,Baguss,2025-04-17 11:48:45
06419b9a-8177-4cca-b5f8-8cd0041db078,Pengguna Google,5,kasih mide by on Ama temen dong dev biar seru bisa duel gitu,2025-04-17 11:48:39
61c6d24e-8b8f-4b84-b924-b95de245aeb2,Pengguna Google,5,cocok untuk yang lagi galau/bosan,2025-04-17 11:47:17
91ff5c0c-2d29-4994-a40c-ccb3184a04d2,Pengguna Google,5,bagus sekali game nya kalo lagi emut main blok blast,2025-04-17 11:47:05
677d6976-fe77-4991-990c-d1c95e025fdb,Pengguna Google,5,ada bantuannya kek,2025-04-17 11:45:35
ea8c8289-d430-4cb9-a0d0-f50f58b65466,Pengguna Google,1,game scame,2025-04-17 11:42:46
1cd18459-6f6e-452f-b010-1a27920193f8,Pengguna Google,5,bagus 🤩,2025-04-17 11:41:48
46de842d-8219-4b8c-9abe-393b7aec4fbd,Pengguna Google,5,seruuu bagett si ini permainan,2025-04-17 11:41:16
ccd7b0a7-d0d3-4b1f-8c4b-fb7493ab7fed,Pengguna Google,5,baguss,2025-04-17 11:40:53
0e5ea7fb-93b2-4afe-9ac2-5b6bd78d558b,Pengguna Google,5,Super keren,2025-04-17 11:40:19
d56ea871-860d-4854-9f8c-71ac112266ad,Pengguna Google,5,bagus,2025-04-17 11:38:57
4e247835-528c-40fb-b7dd-9d89aed933f5,Pengguna Google,5,baguss,2025-04-17 11:37:44
6929f5ef-a2fe-4bd4-bd6a-4362b086402d,Pengguna Google,5,game yang sangat seru saat of atupun on😁,2025-04-17 11:37:41
b20cc771-5f46-4611-a61a-b0efec37119e,Pengguna Google,1,kok dibedain bedain sih aku mau dapat puzzle warna warni kok jadi biasa malah dibedain bedain sama iphone jadi sangat malas kalau aku main,2025-04-17 11:36:08
2db0739d-f79c-4091-802d-09f580e8f042,Pengguna Google,5,"game nya keren bngt aku suka, boleh lh kasih skor yg besar dan panjang keren dh pokoknya",2025-04-17 11:35:08
2050fe4b-0a68-471f-9978-de35ebfb586f,Pengguna Google,5,keren,2025-04-17 11:34:06
5547ec86-95fc-42cf-8431-7a2e913d961d,Pengguna Google,5,game yg bagus,2025-04-17 11:34:05
4c7d83a7-3d0b-4992-9731-d0f580870822,Pengguna Google,5,game 😎,2025-04-17 11:33:55
af3d8911-5fe9-48c7-a131-13d8cf0659b4,Pengguna Google,5,ᴋᴀᴅᴀɴɢ-ᴋᴀᴅᴀɴɢ ᴀᴅᴀ ʙʟᴏᴄᴋ ʏᴀɴɢ ᴘᴇɴᴛɪɴɢ ᴍᴜɴᴄᴜʟ ᴛɪʙᴀᴛɪʙᴀ ᴊᴀᴅɪ ʟᴀɴɢsᴜɴɢ ᴅɪ ᴘᴀᴋᴇ,2025-04-17 11:32:55
6ef9e955-4111-4b1e-a6fa-53b651060a0c,Pengguna Google,5,plis gw suka banget sama permainan ini gak bikin gw stres😆😆,2025-04-17 11:30:45
fa809c5e-06d9-49f2-8d5c-8476d96d9c09,Pengguna Google,5,game seru buat mengisi kegabutan.,2025-04-17 11:30:17
b16c7152-4668-44e9-bdae-cf312f67498d,Pengguna Google,5,"game ini sungguh,seru saat di mainkan",2025-04-17 11:28:34
ff78cb64-ead7-459c-a72e-390f2f25518c,Pengguna Google,5,udah GK bisa berkata kata lagii deh sama game satu ini !!!!!!!!,2025-04-17 11:28:08
399787e3-c422-4c86-84ae-6425cfdcb45e,Pengguna Google,5,Bagusssss sekali,2025-04-17 11:27:44
facb8fad-5e4f-4731-bfbb-80229fb9939f,Pengguna Google,5,seru cocok di mainin kalo gabut,2025-04-17 11:26:14
d323552a-0c79-4795-ac7c-015e44d9d0f7,Pengguna Google,1,gacor,2025-04-17 11:26:11
27f378ea-6da1-4252-bd92-16eae8efa73f,Pengguna Google,5,senang,2025-04-17 11:25:01
684c636f-166b-462f-9f78-ac4f31c806da,Pengguna Google,5,block blast tlong untuk combo ledakan nya jangan cma di ip aja android juga☺☺,2025-04-17 11:23:52
491706c6-f763-4909-bae5-3af9083c7c84,Pengguna Google,5,sangat seru,2025-04-17 11:23:50
